Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,52.40,60.89,96.24,80.42,49.12
Total Revenue,52.40,60.89,96.24,80.42,49.12
"Selling/General/Admin. Expenses, Total",17.15,17.31,19.13,13.07,9.98
Depreciation/Amortisation,2.41,2.14,2.06,6.55,3.29
Unusual Expense (Income),0.50,1.28,0.44,0.10,0.09
"Other Operating Expenses, Total",-8.27,-9.38,-7.34,-5.98,-2.66
Total Operating Expense,60.22,64.29,95.59,78.24,52.73
Operating Income,-7.82,-3.40,0.65,2.19,-3.61
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,0,0,0
"Other, Net",0,0,0,0,0
Net Income Before Taxes,-7.82,-3.40,0.65,2.19,-3.61
Provision for Income Taxes,0.10,0.00,-0.01,0.03,0.12
Net Income After Taxes,-7.92,-3.40,0.66,2.15,-3.73
Net Income Before Extra. Items,-7.97,-3.34,0.45,2.17,-3.69
Net Income,-7.97,-3.91,-0.18,2.17,-3.69
Income Available to Com Excl ExtraOrd,-7.97,-3.34,0.45,2.17,-3.69
Income Available to Com Incl ExtraOrd,-7.97,-3.91,-0.18,2.17,-3.69
Diluted Net Income,-7.97,-3.91,-0.18,2.17,-3.69
Diluted Weighted Average Shares,265.00,265.00,264.76,261.90,260.66
Diluted EPS Excluding ExtraOrd Items,-0.03,-0.01,0.00,0.01,-0.01
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-0.03,-0.01,0.00,0.01,-0.01
