Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,13.80,15.84,23.35,19.36,19.22
Depreciation/Depletion,5.79,4.84,4.96,5.77,10.35
Non-Cash Items,-3.06,-0.86,-4.34,-3.82,4.13
Cash Taxes Paid,0.88,0.92,3.18,4.71,2.45
Changes in Working Capital,-6.90,-6.21,-5.56,-3.52,-3.30
Cash from Operating Activities,9.86,13.70,18.50,17.90,30.50
Capital Expenditures,-2.21,-5.04,-10.36,-2.30,-5.87
"Other Investing Cash Flow Items, Total",4.07,0.17,-6.99,-2.58,8.92
Cash from Investing Activities,1.86,-4.86,-17.35,-4.88,3.05
Total Cash Dividends Paid,0,-1.12,-2.26,-3.40,-3.40
"Issuance (Retirement) of Stock, Net",0,0.08,0.42,0.00,0
Cash from Financing Activities,-5.31,-1.06,-1.86,-3.79,-5.50
Foreign Exchange Effects,-0.14,-1.68,-0.46,-0.28,0.63
Net Change in Cash,6.28,6.09,-1.17,8.95,28.69
