Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Sep 2016,30 Sep 2017,30 Sep 2018,30 Sep 2019,30 Sep 2020
Source,PROSPECTUS,ARS,ARS,ARS,ARS
Net Income/Starting Line,25.58,24.52,25.07,23.94,29.70
Depreciation/Depletion,1.44,1.95,2.53,3.06,35.58
Non-Cash Items,0.87,1.37,-0.24,-1.54,0.32
Cash Taxes Paid,1.24,1.11,2.91,3.41,2.39
Changes in Working Capital,-0.02,0.81,-20.45,10.40,8.49
Cash from Operating Activities,28.37,29.00,7.24,36.43,74.89
Capital Expenditures,-1.70,-4.37,-6.86,-5.13,-56.12
"Other Investing Cash Flow Items, Total",0,0,-1.82,0.03,-16.81
Cash from Investing Activities,-1.70,-4.37,-8.68,-5.11,-72.93
Total Cash Dividends Paid,0,-3.23,-11.12,-14.29,-12.93
"Issuance (Retirement) of Stock, Net",0,43.45,-0.84,-1.49,-0.15
Cash from Financing Activities,-26.53,31.00,-11.97,-15.81,-20.82
Foreign Exchange Effects,0,0,0,0,0
Net Change in Cash,0.15,55.63,-13.41,15.52,-18.87
