Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Sep 2016,30 Sep 2017,30 Sep 2018,30 Sep 2019,30 Sep 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,PROSPECTUS,ARS,ARS,ARS,ARS
Revenue,172.23,192.12,202.21,208.30,210.77
Total Revenue,172.23,192.12,202.21,208.30,210.77
"Selling/General/Admin. Expenses, Total",14.69,16.25,18.00,20.64,25.67
Depreciation/Amortisation,0.50,0.35,0.34,0.57,0.81
Unusual Expense (Income),0,0,0.25,0.01,0.97
"Other Operating Expenses, Total",-3.57,-3.03,-2.97,-2.90,-3.27
Total Operating Expense,146.64,167.21,176.99,184.36,181.13
Operating Income,25.58,24.91,25.22,23.94,29.65
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,0,0,0.05
"Other, Net",0,-0.40,-0.16,0.00,0
Net Income Before Taxes,25.58,24.52,25.07,23.94,29.70
Provision for Income Taxes,1.37,3.09,3.19,3.89,4.47
Net Income After Taxes,24.22,21.43,21.88,20.05,25.23
Net Income Before Extra. Items,12.17,21.43,21.88,20.05,25.23
Net Income,12.17,21.43,21.88,20.05,25.23
Income Available to Com Excl ExtraOrd,12.17,21.43,21.88,20.05,25.23
Income Available to Com Incl ExtraOrd,12.17,21.43,21.88,20.05,25.23
Diluted Net Income,12.17,21.43,21.88,20.05,25.23
Diluted Weighted Average Shares,1154.79,1064.41,1157.27,1153.69,1157.56
Diluted EPS Excluding ExtraOrd Items,0.01,0.02,0.02,0.02,0.02
DPS - Common Stock Primary Issue,0,0.01,0.01,0.01,0.01
Diluted Normalised EPS,0.01,0.02,0.02,0.02,0.02
