Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,68.44,22.01,33.45,25.78,-8.91
Depreciation/Depletion,9.59,11.00,10.17,21.87,20.93
Non-Cash Items,-57.43,-9.09,-17.85,-2.82,24.31
Cash Taxes Paid,13.12,3.42,5.02,4.11,2.20
Changes in Working Capital,13.21,-18.31,-56.87,-40.77,-50.95
Cash from Operating Activities,37.97,8.90,-27.91,6.87,-11.92
Capital Expenditures,-11.92,-3.72,-4.63,-0.86,-1.64
"Other Investing Cash Flow Items, Total",2.99,18.37,-16.58,-232.72,-74.67
Cash from Investing Activities,-8.93,14.65,-21.21,-233.59,-76.31
Total Cash Dividends Paid,-6.21,-21.61,-8.15,-24.83,-9.07
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,53.61,-12.61,71.50,205.50,71.65
Foreign Exchange Effects,-0.45,-0.62,-6.83,-2.59,6.29
Net Change in Cash,82.19,10.32,15.56,-23.81,-10.28
