Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,0.00,0.00,0.00,0.00,0.00
Total Revenue,0.00,0.00,0.00,0.00,0.00
"Selling/General/Admin. Expenses, Total",1.22,1.75,2.34,1.68,1.48
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0,0,0,0,-0.09
"Other Operating Expenses, Total",-0.34,0.96,-0.65,-0.56,0.08
Total Operating Expense,0.97,2.71,1.69,1.12,0.93
Operating Income,-0.97,-2.71,-1.69,-1.12,-0.93
"Interest Inc.(Exp.),Net-Non-Op., Total",-0.00,0.00,-0.00,-0.00,-0.00
"Other, Net",0,0,0,0,0
Net Income Before Taxes,-0.98,-2.71,-1.70,-1.12,-0.93
Provision for Income Taxes,0.00,-0.17,0.00,-0.29,-0.30
Net Income After Taxes,-0.98,-2.54,-1.70,-0.84,-0.64
Net Income Before Extra. Items,-2.15,-2.28,-1.52,-0.86,-0.90
Net Income,4.41,-4.27,-1.52,-0.86,-0.90
Income Available to Com Excl ExtraOrd,-2.15,-2.28,-1.52,-0.86,-0.90
Income Available to Com Incl ExtraOrd,4.41,-4.27,-1.52,-0.86,-0.90
Diluted Net Income,4.41,-4.27,-1.52,-0.86,-0.90
Diluted Weighted Average Shares,1950.62,1950.62,1950.62,1950.62,1950.62
Diluted EPS Excluding ExtraOrd Items,-0.00,-0.00,-0.00,-0.00,-0.00
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-0.00,-0.00,-0.00,-0.00,-0.00
