Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,0,0,0,0,0
Depreciation/Depletion,0,0,0,0,0
Non-Cash Items,0,0,0,0,0
Cash Taxes Paid,0.06,0.08,0.09,0.10,0.12
Changes in Working Capital,15.04,7.57,19.52,11.49,10.30
Cash from Operating Activities,15.04,7.57,19.52,11.49,10.30
Capital Expenditures,0,0,0,0,0
"Other Investing Cash Flow Items, Total",-12.73,66.75,-63.53,15.53,-2.85
Cash from Investing Activities,-12.73,66.75,-63.53,15.53,-2.85
Total Cash Dividends Paid,-8.48,-7.99,-8.56,-7.47,-5.72
"Issuance (Retirement) of Stock, Net",0,0,0,-13.60,-17.48
Cash from Financing Activities,-8.48,-7.99,-8.56,-21.06,-23.20
Foreign Exchange Effects,-1.06,-0.13,-0.15,-0.38,1.72
Net Change in Cash,-7.22,66.20,-52.73,5.58,-14.04
