Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,35.08,46.66,12.01,25.96,18.77
Total Revenue,35.08,46.66,12.01,25.96,18.77
"Selling/General/Admin. Expenses, Total",1.61,1.55,1.81,1.54,1.55
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),10.75,-3.45,0.00,0,0
"Other Operating Expenses, Total",0.55,0.57,0.58,0.48,0.46
Total Operating Expense,17.96,7.63,4.59,6.11,4.33
Operating Income,17.12,39.03,7.41,19.85,14.44
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,0,0,0
"Other, Net",0,0,0,0,0
Net Income Before Taxes,17.12,39.03,7.41,19.85,14.44
Provision for Income Taxes,0.06,0.08,0.09,0.10,0.12
Net Income After Taxes,17.06,38.95,7.33,19.75,14.32
Net Income Before Extra. Items,17.06,38.95,7.33,19.75,14.32
Net Income,17.06,38.95,7.33,19.75,14.32
Income Available to Com Excl ExtraOrd,17.06,38.95,7.33,19.75,14.32
Income Available to Com Incl ExtraOrd,17.06,38.95,7.33,19.75,14.32
Diluted Net Income,17.06,38.95,7.33,19.75,14.32
Diluted Weighted Average Shares,1492.34,1600.06,1688.87,1695.47,1647.16
Diluted EPS Excluding ExtraOrd Items,0.01,0.02,0.00,0.01,0.01
DPS - Common Stock Primary Issue,0.02,0.01,0.01,0.01,0.01
Diluted Normalised EPS,0.02,0.02,0.00,0.01,0.01
