Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-10.71,0.11,-4.23,-2.36,6.73
Depreciation/Depletion,1.70,1.65,1.49,1.31,1.07
Non-Cash Items,2.28,0.11,0.42,0.41,0.35
Cash Taxes Paid,0.01,0.00,0.01,0.02,0.02
Changes in Working Capital,0.25,5.83,2.34,-0.89,-8.43
Cash from Operating Activities,-6.49,7.85,0.34,-1.38,-0.28
Capital Expenditures,-0.98,-0.86,-0.01,-0.01,-0.28
"Other Investing Cash Flow Items, Total",2.19,3.62,2.59,-0.01,-0.03
Cash from Investing Activities,1.21,2.76,2.58,-0.02,-0.32
Total Cash Dividends Paid,-2.50,-0.62,-0.61,-0.61,-0.61
"Issuance (Retirement) of Stock, Net",0.42,-1.22,-1.83,-0.21,1.38
Cash from Financing Activities,-2.81,-2.60,-3.24,-1.57,5.39
Foreign Exchange Effects,0.00,-0.00,0.00,0.00,-0.00
Net Change in Cash,-8.09,8.01,-0.33,-2.98,4.79
