Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Cash,0.79,0,0,0,0
Short Term Investments,0,3.01,0.00,0,0
Cash and Short Term Investments,0.79,11.30,7.97,4.99,9.78
"Accounts Receivable - Trade, Net",8.42,6.78,3.39,4.06,12.73
"Total Receivables, Net",8.42,6.78,3.39,4.06,12.73
Prepaid Expenses,1.69,0,0,0,0
"Other Current Assets, Total",6.94,0.00,0.00,0,0
Total Current Assets,23.82,20.13,13.46,10.99,25.95
"Property/Plant/Equipment, Total - Gross",0,0,30.52,0,0
"Accumulated Depreciation, Total",0,0,-5.54,0,0
"Property/Plant/Equipment, Total - Net",24.84,26.49,24.98,23.69,22.85
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",0,0.45,0.15,0.00,0
Long Term Investments,0,0,0,0,0
Total Assets,51.76,50.43,42.34,38.40,55.88
Accounts Payable,0,0,0,0,0
Accrued Expenses,0,0,0,0,0
Notes Payable/Short Term Debt,0.00,0.00,0.00,0.00,0.00
"Other Current liabilities, Total",0.21,0.13,0.02,0.02,1.03
Total Current Liabilities,4.37,2.50,1.97,1.91,9.98
Total Long Term Debt,13.54,15.82,14.95,14.25,13.77
Total Debt,14.75,16.54,15.72,14.95,19.51
Deferred Income Tax,0,0,0,0,0
"Other Liabilities, Total",0,0,0,0,0
Total Liabilities,17.91,18.33,16.92,16.17,23.74
"Common Stock, Total",40.57,41.01,41.03,41.06,42.94
Retained Earnings (Accumulated Deficit),-12.77,-7.24,-12.09,-15.08,-6.56
Treasury Stock - Common,0,-1.66,-3.51,-3.75,-4.24
Unrealised Gain (Loss),6.04,0.00,0.00,0,0
"Other Equity, Total",0.00,0.00,0.00,0.00,0.00
Total Equity,33.85,32.11,25.42,22.23,32.14
Total Liabilities & Shareholders' Equity,51.76,50.43,42.34,38.40,55.88
Total Common Shares Outstanding,250.00,246.87,242.52,242.02,248.28
"Tangible Book Value per Share, Common Eq",0.14,0.13,0.10,0.09,0.13
