Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,75.16,256.06,-78.37,-140.19,-587.21
Depreciation/Depletion,140.59,170.05,170.75,214.94,173.80
Non-Cash Items,150.33,39.56,39.63,1.07,152.84
Cash Taxes Paid,27.96,12.61,5.73,1.35,7.88
Changes in Working Capital,184.08,-438.88,-326.69,-399.52,-517.25
Cash from Operating Activities,568.51,49.65,-169.98,-296.17,-749.89
Capital Expenditures,-421.39,-177.89,-343.40,-316.27,-91.63
"Other Investing Cash Flow Items, Total",-69.10,243.30,-39.09,4.54,3.49
Cash from Investing Activities,-490.49,65.41,-382.48,-311.73,-88.14
Total Cash Dividends Paid,-73.14,-41.79,-20.89,0.00,0
"Issuance (Retirement) of Stock, Net",-2.99,-5.94,-0.92,0.00,586.59
Cash from Financing Activities,534.37,-23.75,88.62,164.09,1225.57
Foreign Exchange Effects,-22.71,-7.27,0.02,-4.11,-4.36
Net Change in Cash,589.69,84.03,-463.83,-447.92,383.18
