Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,3544.82,3034.77,4887.87,2882.56,1510.28
Total Revenue,3544.82,3034.77,4887.87,2882.56,1510.28
"Selling/General/Admin. Expenses, Total",113.99,98.74,102.21,85.53,93.29
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),23.17,-34.29,0.00,-0.19,0.00
"Other Operating Expenses, Total",-46.54,-58.68,-46.80,-38.55,-2.21
Total Operating Expense,3342.68,2694.76,4940.19,3021.17,2091.83
Operating Income,202.14,340.00,-52.32,-138.61,-581.55
"Interest Inc.(Exp.),Net-Non-Op., Total",-109.26,-73.12,-43.07,-31.55,-77.57
"Other, Net",-2.36,-3.21,-5.53,-6.81,-12.09
Net Income Before Taxes,90.52,280.87,-100.90,-176.96,-670.71
Provision for Income Taxes,15.36,24.82,-22.53,-36.77,-83.50
Net Income After Taxes,75.16,256.06,-78.37,-140.19,-587.21
Net Income Before Extra. Items,78.78,260.18,-74.13,-137.17,-582.51
Net Income,78.78,260.18,-74.13,-137.17,-582.51
Income Available to Com Excl ExtraOrd,78.78,260.18,-74.13,-137.17,-582.51
Income Available to Com Incl ExtraOrd,78.78,260.18,-74.13,-137.17,-582.51
Diluted Net Income,78.78,260.18,-74.13,-137.17,-582.51
Diluted Weighted Average Shares,3249.82,3250.35,3248.67,3249.57,5353.18
Diluted EPS Excluding ExtraOrd Items,0.02,0.08,-0.02,-0.04,-0.11
DPS - Common Stock Primary Issue,0.02,0.01,0.00,0,0
Diluted Normalised EPS,0.03,0.07,-0.02,-0.04,-0.11
