Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-4.02,-2.09,-0.47,0.53,-0.26
Depreciation/Depletion,2.35,0.90,1.12,0.97,1.07
Non-Cash Items,1.44,0.99,0.23,0.37,0.56
Cash Taxes Paid,0.14,0.13,0.21,0.22,0.30
Changes in Working Capital,2.57,0.48,-0.54,-2.03,0.11
Cash from Operating Activities,2.40,0.28,0.33,-0.17,1.48
Capital Expenditures,-1.01,-0.20,-0.10,-0.21,-0.24
"Other Investing Cash Flow Items, Total",-0.38,-0.21,-0.13,0.02,0.00
Cash from Investing Activities,-1.39,-0.40,-0.24,-0.19,-0.24
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",0,0,1.26,0.00,0
Cash from Financing Activities,-0.65,-0.52,0.94,-0.46,-0.94
Foreign Exchange Effects,-0.16,-0.04,0.06,-0.04,-0.01
Net Change in Cash,0.20,-0.69,1.09,-0.85,0.29
