Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,7.98,10.08,11.19,9.91,6.51
Depreciation/Depletion,0.85,0.94,0.97,2.52,2.66
Non-Cash Items,-0.49,-0.35,-0.40,1.00,1.53
Cash Taxes Paid,1.79,2.04,2.28,2.81,2.28
Changes in Working Capital,-1.63,-3.02,-1.89,-2.38,-3.42
Cash from Operating Activities,7.30,8.29,10.49,11.66,7.87
Capital Expenditures,-1.11,-0.72,-0.89,-1.36,-2.42
"Other Investing Cash Flow Items, Total",-5.27,0.39,0.21,0.49,-2.65
Cash from Investing Activities,-6.38,-0.33,-0.68,-0.88,-5.07
Total Cash Dividends Paid,-5.38,-4.09,-7.65,-10.97,-2.66
"Issuance (Retirement) of Stock, Net",0,0,0,-0.11,0.00
Cash from Financing Activities,-5.38,-3.70,-7.48,-12.21,-4.35
Foreign Exchange Effects,-0.09,0.19,-0.05,-0.03,0.00
Net Change in Cash,-4.55,4.45,2.28,-1.45,-1.53
