Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,30.78,36.98,40.44,42.87,36.33
Total Revenue,30.78,36.98,40.44,42.87,36.33
"Selling/General/Admin. Expenses, Total",6.76,7.37,8.13,8.68,8.35
Depreciation/Amortisation,0.53,0.63,0.63,0.62,0.60
Unusual Expense (Income),0.00,-0.00,0.00,1.20,0.83
"Other Operating Expenses, Total",-0.20,-0.23,-0.12,-0.17,-0.37
Total Operating Expense,22.80,26.89,29.22,32.68,29.38
Operating Income,7.98,10.09,11.23,10.20,6.95
"Interest Inc.(Exp.),Net-Non-Op., Total",0,-0.01,-0.03,-0.29,-0.35
"Other, Net",0,0,0,0,-0.09
Net Income Before Taxes,7.98,10.08,11.19,9.91,6.51
Provision for Income Taxes,1.50,2.19,2.52,2.66,2.06
Net Income After Taxes,6.49,7.89,8.68,7.25,4.45
Net Income Before Extra. Items,6.44,7.91,8.41,7.47,4.69
Net Income,6.44,7.91,8.41,7.47,4.69
Income Available to Com Excl ExtraOrd,6.44,7.91,8.41,7.47,4.69
Income Available to Com Incl ExtraOrd,6.44,7.91,8.41,7.47,4.69
Diluted Net Income,6.44,7.91,8.41,7.47,4.69
Diluted Weighted Average Shares,491.58,517.10,517.10,527.57,547.54
Diluted EPS Excluding ExtraOrd Items,0.01,0.02,0.02,0.01,0.01
DPS - Common Stock Primary Issue,0.01,0.01,0.02,0.01,0.01
Diluted Normalised EPS,0.01,0.02,0.02,0.02,0.01
