Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,185.25,144.66,94.76,105.93,83.78
Total Revenue,185.25,144.66,94.76,105.93,83.78
"Selling/General/Admin. Expenses, Total",35.85,23.83,27.01,23.21,23.14
Depreciation/Amortisation,0.94,1.14,0.73,0.98,0.68
Unusual Expense (Income),0.01,0,0,5.06,10.01
"Other Operating Expenses, Total",-1.44,-1.57,-2.62,-0.90,-0.29
Total Operating Expense,179.36,143.32,126.13,131.81,119.73
Operating Income,5.89,1.35,-31.37,-25.88,-35.95
"Interest Inc.(Exp.),Net-Non-Op., Total",8.62,3.03,5.05,2.24,-71.16
"Other, Net",-0.11,-0.11,-0.11,0,0
Net Income Before Taxes,14.40,4.26,-26.42,-23.64,-107.11
Provision for Income Taxes,-2.83,0.06,0.87,0.58,2.49
Net Income After Taxes,17.23,4.20,-27.30,-24.22,-109.59
Net Income Before Extra. Items,17.11,4.22,-27.19,-24.26,-109.65
Net Income,17.11,4.22,-27.19,-24.26,-109.65
Income Available to Com Excl ExtraOrd,17.11,4.22,-27.19,-24.26,-109.65
Income Available to Com Incl ExtraOrd,17.11,4.22,-27.19,-24.26,-109.65
Diluted Net Income,17.11,4.22,-27.19,-24.26,-109.65
Diluted Weighted Average Shares,1413.33,1413.33,1413.33,1413.33,1413.33
Diluted EPS Excluding ExtraOrd Items,0.01,0.00,-0.02,-0.02,-0.08
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,0.01,0.00,-0.05,-0.02,-0.07
