Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Cash,0,0,0,0,0
Short Term Investments,1.00,74.08,114.08,53.36,0.99
Cash and Short Term Investments,41.66,116.12,130.90,72.13,11.91
"Accounts Receivable - Trade, Net",39.30,109.26,54.26,2.94,12.34
"Total Receivables, Net",59.90,136.03,69.83,13.87,36.51
Prepaid Expenses,9.48,9.73,12.01,10.66,7.42
"Other Current Assets, Total",9.75,18.92,7.40,122.24,1.97
Total Current Assets,665.00,770.36,1006.85,1097.27,1052.12
"Property/Plant/Equipment, Total - Gross",19.80,106.57,101.39,209.01,354.60
"Accumulated Depreciation, Total",-0.90,-2.04,-3.52,-3.78,-8.14
"Property/Plant/Equipment, Total - Net",18.90,104.53,97.88,205.23,346.46
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",0,0,0,0,0
Long Term Investments,1265.79,1403.97,1691.65,1824.04,1910.99
Total Assets,1960.31,2289.19,2819.02,3155.33,3310.72
Accounts Payable,1.59,2.39,2.49,2.16,1.20
Accrued Expenses,8.44,20.10,8.38,17.06,21.81
Notes Payable/Short Term Debt,0.00,0.00,0.00,0.00,0.00
"Other Current liabilities, Total",39.83,22.65,87.54,38.31,46.12
Total Current Liabilities,277.64,516.54,374.46,232.71,741.22
Total Long Term Debt,626.69,644.38,1114.00,1520.13,1258.63
Total Debt,854.47,1115.78,1390.04,1695.31,1930.72
Deferred Income Tax,2.69,16.37,11.66,11.16,13.95
"Other Liabilities, Total",0,0,0,0,0
Total Liabilities,921.07,1187.37,1508.87,1772.39,2021.65
"Common Stock, Total",150.00,150.00,150.00,150.00,150.00
Retained Earnings (Accumulated Deficit),880.95,929.58,1178.80,1307.69,1171.53
Treasury Stock - Common,-1.00,-0.95,-0.95,-0.89,-0.89
Unrealised Gain (Loss),35.54,50.77,50.97,0.04,0.00
"Other Equity, Total",-26.25,-27.58,-68.67,-73.90,-31.59
Total Equity,1039.24,1101.83,1310.16,1382.95,1289.06
Total Liabilities & Shareholders' Equity,1960.31,2289.19,2819.02,3155.33,3310.72
Total Common Shares Outstanding,6712.77,6712.77,6713.16,6713.60,6713.60
"Tangible Book Value per Share, Common Eq",0.15,0.16,0.20,0.21,0.19
