Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,8.64,57.66,282.87,87.64,4.87
Depreciation/Depletion,0.49,1.20,1.84,1.78,3.89
Non-Cash Items,13.24,-12.98,-194.53,-72.22,8.00
Cash Taxes Paid,17.13,12.70,0.67,12.62,0.48
Changes in Working Capital,80.33,-107.69,-277.12,-263.48,-114.82
Cash from Operating Activities,102.70,-61.81,-186.94,-246.28,-98.06
Capital Expenditures,-0.22,-25.70,-0.64,-0.14,-37.81
"Other Investing Cash Flow Items, Total",-25.27,-88.71,-60.62,-120.42,-116.09
Cash from Investing Activities,-25.49,-114.41,-61.26,-120.55,-153.89
Total Cash Dividends Paid,-6.71,0.00,-13.43,0.00,-23.50
"Issuance (Retirement) of Stock, Net",0.00,0,0,0,0
Cash from Financing Activities,-125.91,251.11,265.11,302.19,198.46
Foreign Exchange Effects,-0.14,1.13,-2.32,-2.03,-3.14
Net Change in Cash,-48.84,76.02,14.60,-66.68,-56.63
