Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,118.73,198.02,326.23,58.16,111.31
Total Revenue,118.73,198.02,326.23,58.16,111.31
"Selling/General/Admin. Expenses, Total",22.81,31.96,43.32,29.58,34.56
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0,0.00,0.01,0.00,0.48
"Other Operating Expenses, Total",-0.40,-2.08,-0.68,-1.87,-2.75
Total Operating Expense,92.59,122.65,11.60,-53.66,79.21
Operating Income,26.14,75.37,314.63,111.81,32.10
"Interest Inc.(Exp.),Net-Non-Op., Total",-17.50,-17.71,-31.76,-24.18,-27.22
"Other, Net",0,0,0,0,0
Net Income Before Taxes,8.64,57.66,282.87,87.64,4.87
Provision for Income Taxes,0.86,9.88,16.13,8.15,3.70
Net Income After Taxes,7.78,47.78,266.74,79.49,1.18
Net Income Before Extra. Items,7.50,48.55,267.18,79.85,1.71
Net Income,7.50,48.55,267.18,79.85,1.71
Income Available to Com Excl ExtraOrd,7.50,48.55,267.18,79.85,1.71
Income Available to Com Incl ExtraOrd,7.50,48.55,267.18,79.85,1.71
Diluted Net Income,7.50,48.55,267.18,79.85,1.71
Diluted Weighted Average Shares,6712.40,6712.77,6713.11,6713.51,6713.60
Diluted EPS Excluding ExtraOrd Items,0.00,0.01,0.04,0.01,0.00
DPS - Common Stock Primary Issue,0.00,0.00,0.00,0.00,0
Diluted Normalised EPS,0.00,0.01,0.04,0.01,0.00
