Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,PRESS
Revenue,36.66,38.64,40.99,36.90,32.50
Total Revenue,36.66,38.64,40.99,36.90,32.50
"Selling/General/Admin. Expenses, Total",13.87,12.58,13.19,12.38,10.35
Depreciation/Amortisation,2.21,1.40,0,0,0
Unusual Expense (Income),-0.98,0.33,11.20,2.52,-0.23
"Other Operating Expenses, Total",1.91,-1.34,5.23,-0.70,-1.35
Total Operating Expense,42.78,37.99,61.73,41.52,29.96
Operating Income,-6.12,0.65,-20.74,-4.62,2.53
"Interest Inc.(Exp.),Net-Non-Op., Total",0,-1.66,-1.91,-2.35,-1.22
"Other, Net",0,0,0,0,0
Net Income Before Taxes,-6.12,-1.01,-22.65,-6.97,1.32
Provision for Income Taxes,-0.53,0.12,0.07,-0.33,0.19
Net Income After Taxes,-5.59,-1.12,-22.72,-6.64,1.13
Net Income Before Extra. Items,-5.46,-1.34,-22.59,-6.56,1.13
Net Income,-5.46,-0.09,-23.06,-6.57,1.79
Income Available to Com Excl ExtraOrd,-5.46,-1.34,-22.59,-6.56,1.13
Income Available to Com Incl ExtraOrd,-5.46,-0.09,-23.06,-6.57,1.79
Diluted Net Income,-5.46,-0.09,-23.06,-6.57,1.79
Diluted Weighted Average Shares,81.44,90.29,90.92,93.08,90.29
Diluted EPS Excluding ExtraOrd Items,-0.07,-0.01,-0.25,-0.07,0.01
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-0.07,-0.01,-0.17,-0.05,0.01
