Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,78.88,94.68,100.59,90.41,60.31
Total Revenue,78.88,94.68,100.59,90.41,60.31
"Selling/General/Admin. Expenses, Total",14.82,17.62,18.67,17.95,15.00
Depreciation/Amortisation,2.05,2.68,2.47,4.39,4.25
Unusual Expense (Income),0,-0.74,0.81,3.36,-1.07
"Other Operating Expenses, Total",12.10,17.30,19.50,13.97,12.85
Total Operating Expense,76.77,95.39,104.15,101.66,65.37
Operating Income,2.11,-0.71,-3.56,-11.25,-5.06
"Interest Inc.(Exp.),Net-Non-Op., Total",-0.04,-0.04,0.00,0,0
"Other, Net",0,0,0,0,0
Net Income Before Taxes,2.07,-0.75,-3.56,-11.25,-5.06
Provision for Income Taxes,0.59,0.27,0.29,0.33,0.48
Net Income After Taxes,1.48,-1.02,-3.84,-11.58,-5.54
Net Income Before Extra. Items,1.18,-1.39,-3.53,-9.75,-5.28
Net Income,1.18,-1.39,-3.53,-9.75,-5.28
Income Available to Com Excl ExtraOrd,1.18,-1.39,-3.53,-9.75,-5.28
Income Available to Com Incl ExtraOrd,1.18,-1.39,-3.53,-9.75,-5.28
Diluted Net Income,1.18,-1.39,-3.53,-9.75,-5.28
Diluted Weighted Average Shares,43.52,42.39,42.39,42.39,42.39
Diluted EPS Excluding ExtraOrd Items,0.03,-0.03,-0.08,-0.23,-0.12
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,0.01,-0.04,-0.07,-0.18,-0.14
