Fiscal Year,2017,2018,2019,2020,2021
Period Ended,28 Feb 2017,28 Feb 2018,28 Feb 2019,29 Feb 2020,28 Feb 2021
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,2.02,-5.03,-6.25,-1.98,-1.43
Depreciation/Depletion,3.60,3.54,3.33,1.61,1.10
Non-Cash Items,-0.50,4.09,3.66,1.47,0.25
Cash Taxes Paid,0.12,0.06,0.09,0.01,0.10
Changes in Working Capital,1.31,1.68,-0.27,-0.22,0.80
Cash from Operating Activities,6.43,4.28,0.48,0.88,0.72
Capital Expenditures,-3.00,-1.41,-0.23,-0.04,-0.19
"Other Investing Cash Flow Items, Total",-0.63,-0.34,0.31,0.57,0.18
Cash from Investing Activities,-3.63,-1.76,0.07,0.53,-0.01
Total Cash Dividends Paid,-2.44,-1.39,0.00,0,0
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,-3.87,-1.33,-0.17,-0.03,-0.03
Foreign Exchange Effects,-0.05,-0.13,-0.02,0.00,-0.01
Net Change in Cash,-1.13,1.07,0.37,1.38,0.66
