Fiscal Year,2017,2018,2019,2020,2021
Period Ended,28 Feb 2017,28 Feb 2018,28 Feb 2019,29 Feb 2020,28 Feb 2021
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,22.11,11.06,8.98,9.09,5.01
Total Revenue,22.11,11.06,8.98,9.09,5.01
"Selling/General/Admin. Expenses, Total",1.86,1.78,1.70,1.68,1.26
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),-0.53,0,0,0,0
"Other Operating Expenses, Total",-0.12,3.92,2.19,1.63,-0.34
Total Operating Expense,20.22,15.69,13.35,11.41,6.13
Operating Income,1.88,-4.63,-4.37,-2.32,-1.12
"Interest Inc.(Exp.),Net-Non-Op., Total",0.13,0.09,0.15,0.18,-0.30
"Other, Net",0,0,0,0,0
Net Income Before Taxes,2.02,-4.54,-4.22,-2.14,-1.42
Provision for Income Taxes,0.13,-0.16,-0.69,-0.32,-0.10
Net Income After Taxes,1.88,-4.38,-3.53,-1.83,-1.31
Net Income Before Extra. Items,1.94,-4.38,-3.53,-1.83,-1.31
Net Income,1.94,-4.60,-4.74,-1.75,-1.32
Income Available to Com Excl ExtraOrd,1.94,-4.38,-3.53,-1.83,-1.31
Income Available to Com Incl ExtraOrd,1.94,-4.60,-4.74,-1.75,-1.32
Diluted Net Income,1.94,-4.60,-4.74,-1.75,-1.32
Diluted Weighted Average Shares,69.59,69.59,69.59,69.59,69.59
Diluted EPS Excluding ExtraOrd Items,0.03,-0.06,-0.05,-0.03,-0.02
DPS - Common Stock Primary Issue,0.03,0.01,0,0.00,0
Diluted Normalised EPS,0.02,-0.02,-0.02,-0.01,-0.02
