Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,77.69,50.58,43.35,38.30,24.63
Total Revenue,77.69,50.58,43.35,38.30,24.63
"Selling/General/Admin. Expenses, Total",13.08,13.40,10.60,14.01,10.29
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0,1.05,0.76,-0.78,0
"Other Operating Expenses, Total",-0.11,1.56,-0.44,-0.44,2.63
Total Operating Expense,78.35,64.66,47.89,47.50,34.13
Operating Income,-0.66,-14.07,-4.55,-9.20,-9.50
"Interest Inc.(Exp.),Net-Non-Op., Total",-0.37,-0.34,-0.73,-0.51,-0.51
"Other, Net",0,0,0,0,0.07
Net Income Before Taxes,-1.03,-14.42,-5.28,-9.71,-9.94
Provision for Income Taxes,0.45,0.29,0.25,0.11,0.05
Net Income After Taxes,-1.48,-14.70,-5.52,-9.82,-9.99
Net Income Before Extra. Items,-1.47,-9.63,-3.72,-6.25,-6.38
Net Income,-1.47,-9.63,-3.72,-6.25,-6.38
Income Available to Com Excl ExtraOrd,-1.47,-9.63,-3.72,-6.25,-6.38
Income Available to Com Incl ExtraOrd,-1.47,-9.63,-3.72,-6.25,-6.38
Diluted Net Income,-1.47,-9.63,-3.72,-6.25,-6.38
Diluted Weighted Average Shares,267.39,267.39,267.39,267.39,267.76
Diluted EPS Excluding ExtraOrd Items,-0.01,-0.04,-0.01,-0.02,-0.02
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-0.01,-0.03,-0.01,-0.03,-0.02
