Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,Interim Report,ARS,ARS,ARS
Cash,3.34,8.90,6.84,3.22,4.47
Short Term Investments,4.69,2.72,1.54,1.77,1.50
Cash and Short Term Investments,8.03,11.62,8.38,4.99,5.97
"Accounts Receivable - Trade, Net",28.79,17.72,11.80,8.53,4.80
"Total Receivables, Net",30.04,18.59,13.72,10.03,6.11
Prepaid Expenses,1.26,4.22,0.44,0.40,0.57
"Other Current Assets, Total",0,0,0,0,0
Total Current Assets,57.15,46.08,35.36,27.64,23.07
"Property/Plant/Equipment, Total - Gross",0,0,0,0,0
"Accumulated Depreciation, Total",0,0,0,0,0
"Property/Plant/Equipment, Total - Net",16.35,14.34,13.81,13.52,10.13
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",0.04,0.01,0.02,0.65,0.32
Long Term Investments,0.04,0.04,0.00,0,0
Total Assets,76.38,62.49,51.09,42.17,33.52
Accounts Payable,6.13,7.22,5.05,6.34,2.46
Accrued Expenses,0,0,0,0,0
Notes Payable/Short Term Debt,2.58,0.18,0.13,0.54,0.15
"Other Current liabilities, Total",0.40,0.55,0.23,0.37,0.12
Total Current Liabilities,22.65,23.80,18.72,19.67,16.91
Total Long Term Debt,0.04,0.03,0.05,0.62,2.62
Total Debt,8.34,9.15,8.45,7.75,11.83
Deferred Income Tax,0,0,0.14,0.05,0.05
"Other Liabilities, Total",0,0,0,0.18,0.01
Total Liabilities,38.60,34.42,27.45,25.27,20.99
"Common Stock, Total",23.41,23.41,23.41,23.41,24.60
Retained Earnings (Accumulated Deficit),14.37,4.74,0.54,-5.71,-12.12
Treasury Stock - Common,0,0,0,0,0
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",0.00,-0.08,-0.31,-0.79,0.04
Total Equity,37.78,28.07,23.63,16.91,12.53
Total Liabilities & Shareholders' Equity,76.38,62.49,51.09,42.17,33.52
Total Common Shares Outstanding,267.39,267.39,267.39,267.39,311.70
"Tangible Book Value per Share, Common Eq",0.14,0.10,0.09,0.06,0.04
