Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Mar 2016,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020
Source,ARS,ARS,ARS,Interim Report,PRESS
Cash,12.28,0,0,0,0
Short Term Investments,1.18,0,0,0,0
Cash and Short Term Investments,13.46,9.67,8.36,8.10,1.89
"Accounts Receivable - Trade, Net",68.02,49.67,52.68,47.72,32.86
"Total Receivables, Net",68.45,49.67,52.68,47.72,32.86
Prepaid Expenses,2.18,0,0,0,0
"Other Current Assets, Total",0.58,2.12,4.04,6.28,3.30
Total Current Assets,84.67,61.45,65.08,62.10,38.05
"Property/Plant/Equipment, Total - Gross",0,0,0,0,0
"Accumulated Depreciation, Total",0,0,0,0,0
"Property/Plant/Equipment, Total - Net",21.69,21.16,23.00,26.45,21.21
"Goodwill, Net",4.44,0,0,0,0
"Intangibles, Net",2.33,4.78,0.82,0.27,0.27
Long Term Investments,2.85,2.75,2.79,1.60,1.62
Total Assets,116.04,90.23,91.79,90.48,61.19
Accounts Payable,40.64,0,0,0,0
Accrued Expenses,3.53,0,0,0,0
Notes Payable/Short Term Debt,0.81,0.00,0.00,0.00,0
"Other Current liabilities, Total",0.88,2.86,3.13,16.45,6.74
Total Current Liabilities,50.04,24.85,43.80,82.55,74.36
Total Long Term Debt,0.22,0.09,0.44,0.28,0.01
Total Debt,5.22,6.21,18.57,30.23,29.39
Deferred Income Tax,1.33,1.00,0.98,0.93,1.17
"Other Liabilities, Total",0,0,0,0,0
Total Liabilities,53.09,26.74,45.03,83.21,73.84
"Common Stock, Total",36.18,36.18,36.18,36.18,36.18
Retained Earnings (Accumulated Deficit),26.77,27.31,10.58,-28.91,-48.83
Treasury Stock - Common,0,0,0,0,0
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",0,0,0,0,0
Total Equity,62.94,63.49,46.76,7.27,-12.65
Total Liabilities & Shareholders' Equity,116.04,90.23,91.79,90.48,61.19
Total Common Shares Outstanding,303.75,303.75,303.75,303.75,303.75
"Tangible Book Value per Share, Common Eq",0.18,0.19,0.15,0.02,-0.04
