Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Mar 2016,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020
Source,ARS,ARS,ARS,ARS,PRESS
Net Income/Starting Line,5.61,1.57,-17.68,-39.49,-20.59
Depreciation/Depletion,4.03,3.64,4.08,4.81,4.31
Non-Cash Items,0.12,1.36,6.92,1.90,0.86
Cash Taxes Paid,0.58,0.55,1.04,0.20,0.02
Changes in Working Capital,-8.06,-6.36,-1.12,27.70,10.70
Cash from Operating Activities,1.82,2.16,-7.80,-5.09,-4.72
Capital Expenditures,-2.98,-2.56,-2.86,-8.34,-0.58
"Other Investing Cash Flow Items, Total",0.23,0.34,-0.09,0.70,0.72
Cash from Investing Activities,-2.75,-2.22,-2.95,-7.64,0.14
Total Cash Dividends Paid,-1.52,-4.56,-1.52,0.00,0
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,-3.86,-3.82,9.22,13.52,-3.56
Foreign Exchange Effects,0.31,0.05,-0.23,0.15,0.12
Net Change in Cash,-4.48,-3.84,-1.76,0.95,-8.02
