Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-16.89,-70.34,10.65,-8.43,-22.36
Depreciation/Depletion,1.03,0.75,0.40,0.09,0.03
Non-Cash Items,11.71,70.99,-3.33,13.16,31.99
Cash Taxes Paid,4.66,3.84,0.56,0.02,0.43
Changes in Working Capital,34.34,25.46,-13.92,4.88,-4.31
Cash from Operating Activities,30.19,26.86,-6.21,9.71,5.34
Capital Expenditures,-19.17,-1.47,-0.07,-0.00,-0.01
"Other Investing Cash Flow Items, Total",2.30,1.17,13.54,0.89,30.83
Cash from Investing Activities,-16.88,-0.30,13.47,0.89,30.82
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",-2.00,29.00,0,0,0
Cash from Financing Activities,8.56,-51.80,-15.34,-11.29,-30.98
Foreign Exchange Effects,0,0,0,0,0
Net Change in Cash,21.87,-25.25,-8.08,-0.70,5.18
