Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Mar 2016,31 Mar 2017,31 Mar 2018,31 Mar 2019,30 Jun 2020
Period Length,12 Months,12 Months,12 Months,12 Months,15 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,67.12,72.59,59.14,70.14,93.02
Total Revenue,67.12,72.59,59.14,70.14,93.02
"Selling/General/Admin. Expenses, Total",14.04,5.42,4.23,3.30,4.53
Depreciation/Amortisation,0.21,0.18,0.12,0.08,0.12
Unusual Expense (Income),0.48,0.36,-0.26,0.03,1.29
"Other Operating Expenses, Total",2.78,-1.11,-2.59,-1.53,1.82
Total Operating Expense,83.69,71.80,67.31,65.94,89.52
Operating Income,-16.57,0.79,-8.17,4.21,3.50
"Interest Inc.(Exp.),Net-Non-Op., Total",-2.57,-1.24,-2.35,-2.95,-1.67
"Other, Net",-0.05,-0.06,-0.06,-0.05,-0.06
Net Income Before Taxes,-19.19,-0.51,-10.58,1.21,1.77
Provision for Income Taxes,-0.02,0.00,0.00,0.93,1.67
Net Income After Taxes,-19.17,-0.51,-10.58,0.28,0.11
Net Income Before Extra. Items,-16.81,-0.64,-10.49,1.22,0.52
Net Income,-23.11,-42.14,-10.49,1.22,0.52
Income Available to Com Excl ExtraOrd,-16.81,-0.64,-10.49,1.22,0.52
Income Available to Com Incl ExtraOrd,-23.11,-42.14,-10.49,1.22,0.52
Diluted Net Income,-23.11,-42.14,-10.49,1.22,0.52
Diluted Weighted Average Shares,1387.52,3686.16,6831.60,8591.80,21482.54
Diluted EPS Excluding ExtraOrd Items,-0.01,-0.00,-0.00,0.00,0.00
DPS - Common Stock Primary Issue,0,0,0,0,0.00
Diluted Normalised EPS,-0.01,-0.00,-0.00,0.00,0.00
