Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Mar 2016,31 Mar 2017,31 Mar 2018,31 Mar 2019,30 Jun 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-28.20,-50.21,-10.58,1.21,1.77
Depreciation/Depletion,17.86,17.19,13.53,10.88,10.80
Non-Cash Items,13.48,50.34,-0.04,3.73,3.71
Cash Taxes Paid,0,0,0,0.07,0.35
Changes in Working Capital,0.62,-0.05,-0.54,-3.33,4.73
Cash from Operating Activities,3.77,17.27,2.37,12.49,21.02
Capital Expenditures,-12.16,-14.20,-11.07,-9.94,-16.75
"Other Investing Cash Flow Items, Total",7.79,0.34,0.00,0.01,-1.43
Cash from Investing Activities,-4.36,-13.86,-11.07,-9.93,-18.18
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",0.00,0,0,0,0
Cash from Financing Activities,-4.99,-2.02,1.48,-0.67,-0.40
Foreign Exchange Effects,-0.26,0.06,-0.17,-0.06,-0.16
Net Change in Cash,-5.85,1.45,-7.40,1.82,2.28
