Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,100.85,88.38,61.00,55.65,-149.53
Depreciation/Depletion,54.13,57.26,62.55,72.70,80.33
Non-Cash Items,-9.60,6.90,18.80,38.40,86.35
Cash Taxes Paid,20.49,25.73,40.31,36.06,8.97
Changes in Working Capital,-4.63,130.91,12.58,-33.04,-38.80
Cash from Operating Activities,141.09,283.80,155.23,133.98,-21.38
Capital Expenditures,-79.99,-153.73,-123.84,-108.50,-39.52
"Other Investing Cash Flow Items, Total",22.09,20.55,250.56,-132.31,-114.42
Cash from Investing Activities,-57.90,-133.17,126.72,-240.80,-153.95
Total Cash Dividends Paid,-41.60,-41.64,-52.08,-52.11,-41.68
"Issuance (Retirement) of Stock, Net",0.00,0,0,-0.84,-0.91
Cash from Financing Activities,-126.59,-53.78,-377.03,180.45,80.22
Foreign Exchange Effects,1.66,-2.62,1.48,0.39,-1.33
Net Change in Cash,-41.74,94.23,-93.61,74.01,-96.43
