Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,577.62,659.16,579.47,556.36,258.76
Total Revenue,577.62,659.16,579.47,556.36,258.76
"Selling/General/Admin. Expenses, Total",68.99,77.12,75.80,69.61,47.33
Depreciation/Amortisation,0.33,0,0,0,0
Unusual Expense (Income),-41.42,-7.31,0.01,-0.14,13.00
"Other Operating Expenses, Total",-12.19,-1.01,-3.74,-26.10,2.52
Total Operating Expense,444.10,554.12,494.21,466.20,348.36
Operating Income,133.52,105.04,85.26,90.16,-89.60
"Interest Inc.(Exp.),Net-Non-Op., Total",1.98,116.76,68.49,-5.61,-101.96
"Other, Net",0,0,0,0,0
Net Income Before Taxes,135.50,221.80,153.75,84.55,-191.56
Provision for Income Taxes,26.94,37.82,29.07,29.86,-3.44
Net Income After Taxes,108.56,183.99,124.69,54.69,-188.12
Net Income Before Extra. Items,103.45,178.21,121.32,57.14,-177.48
Net Income,103.45,178.21,121.32,57.14,-177.48
Income Available to Com Excl ExtraOrd,94.24,170.14,121.32,57.14,-177.48
Income Available to Com Incl ExtraOrd,94.24,170.14,121.32,57.14,-177.48
Diluted Net Income,94.36,170.38,114.35,57.14,-177.48
Diluted Weighted Average Shares,521.69,522.30,522.24,522.19,521.01
Diluted EPS Excluding ExtraOrd Items,0.18,0.33,0.22,0.11,-0.34
DPS - Common Stock Primary Issue,0.04,0.04,0.04,0.04,0.04
Diluted Normalised EPS,0.12,0.31,0.22,0.11,-0.33
