Fiscal Year,2012,2013,2014,2015,2016
Period Ended,31 Dec 2012,31 Dec 2013,31 Dec 2014,31 Dec 2015,31 Dec 2016
Source,ARS,ARS,ARS,ARS,ARS
Cash,153.74,86.32,63.46,65.77,20.25
Short Term Investments,0.05,0.04,0.04,0.03,0.05
Cash and Short Term Investments,153.79,86.36,63.50,65.79,20.31
"Accounts Receivable - Trade, Net",114.93,113.03,55.54,387.73,413.93
"Total Receivables, Net",148.52,378.44,451.41,387.75,413.95
Prepaid Expenses,0,0.91,0.86,0,0
"Other Current Assets, Total",164.91,260.03,103.51,149.99,165.28
Total Current Assets,1128.78,1367.63,990.62,930.43,992.58
"Property/Plant/Equipment, Total - Gross",1904.41,1927.37,2032.88,0,0
"Accumulated Depreciation, Total",-669.41,-772.92,-869.38,0,0
"Property/Plant/Equipment, Total - Net",1235.00,1154.45,1163.50,802.12,703.50
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",0,0,0,0,0
Long Term Investments,0.00,0,0,0,0
Total Assets,2461.26,2616.80,2247.05,1824.25,1791.33
Accounts Payable,213.88,215.00,75.44,116.72,14.57
Accrued Expenses,8.96,14.13,8.05,0,0
Notes Payable/Short Term Debt,0.00,571.24,205.06,0.00,0.00
"Other Current liabilities, Total",18.95,17.77,34.84,10.53,9.52
Total Current Liabilities,943.54,845.10,608.64,683.69,705.69
Total Long Term Debt,0.00,250.27,194.96,0.00,0.00
Total Debt,701.75,848.46,685.26,536.58,659.06
Deferred Income Tax,33.60,36.45,37.62,0.00,0
"Other Liabilities, Total",0,0,0,0,0
Total Liabilities,1007.31,1157.91,841.21,683.69,705.69
"Common Stock, Total",184.32,184.32,184.32,184.32,184.32
Retained Earnings (Accumulated Deficit),957.03,962.72,909.66,961.25,906.33
Treasury Stock - Common,-5.01,-5.01,-5.01,-5.01,-5.01
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",-1.14,-1.88,-1.88,0,0
Total Equity,1453.95,1458.89,1405.83,1140.56,1085.64
Total Liabilities & Shareholders' Equity,2461.26,2616.80,2247.05,1824.25,1791.33
Total Common Shares Outstanding,43.97,43.97,43.97,43.97,43.97
"Tangible Book Value per Share, Common Eq",33.07,33.18,31.97,25.94,24.69
