Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Sep 2016,30 Sep 2017,30 Sep 2018,30 Sep 2019,30 Sep 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,3.51,-49.44,-25.43,-34.45,-87.07
Depreciation/Depletion,15.99,22.78,26.23,26.19,50.40
Non-Cash Items,-14.29,32.35,-6.35,3.26,54.66
Cash Taxes Paid,5.33,2.48,3.28,2.17,1.45
Changes in Working Capital,-0.87,-8.32,7.75,6.55,4.72
Cash from Operating Activities,4.89,-2.09,2.68,2.26,23.17
Capital Expenditures,-59.30,-81.30,-48.86,-132.67,-50.07
"Other Investing Cash Flow Items, Total",2.42,43.65,34.79,21.04,10.35
Cash from Investing Activities,-56.88,-37.65,-14.07,-111.63,-39.72
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,16.22,30.19,-20.68,115.62,17.95
Foreign Exchange Effects,-2.38,0.10,-0.43,0.04,-0.01
Net Change in Cash,-38.15,-9.45,-32.50,6.30,1.39
