Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Sep 2016,30 Sep 2017,30 Sep 2018,30 Sep 2019,30 Sep 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,183.82,181.60,193.35,196.39,164.38
Total Revenue,183.82,181.60,193.35,196.39,164.38
"Selling/General/Admin. Expenses, Total",1.05,1.99,1.49,1.25,1.60
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0,0,0,11.97,3.79
"Other Operating Expenses, Total",0.59,0.61,0.53,0.54,0.07
Total Operating Expense,87.00,86.77,93.41,111.68,102.75
Operating Income,96.81,94.83,99.94,84.71,61.63
"Interest Inc.(Exp.),Net-Non-Op., Total",26.63,99.07,66.89,121.25,90.13
"Other, Net",0,0,0,0,0
Net Income Before Taxes,123.45,193.90,166.82,205.96,151.76
Provision for Income Taxes,0.00,0.00,0,0.01,0.08
Net Income After Taxes,123.45,193.90,166.82,205.95,151.68
Net Income Before Extra. Items,123.45,193.90,166.82,205.95,151.68
Net Income,123.45,193.90,166.82,205.95,151.68
Income Available to Com Excl ExtraOrd,123.45,193.90,166.82,205.95,151.68
Income Available to Com Incl ExtraOrd,123.45,193.90,166.82,205.95,151.68
Diluted Net Income,123.45,193.90,166.82,205.95,151.68
Diluted Weighted Average Shares,925.24,932.35,934.79,999.34,1126.98
Diluted EPS Excluding ExtraOrd Items,0.13,0.21,0.18,0.21,0.13
DPS - Common Stock Primary Issue,0.10,0.10,0.10,0.10,0.08
Diluted Normalised EPS,0.13,0.21,0.18,0.22,0.14
