Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Sep 2016,30 Sep 2017,30 Sep 2018,30 Sep 2019,30 Sep 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,123.45,193.90,166.82,205.96,151.76
Depreciation/Depletion,0.04,0.03,0.09,0.09,0.06
Non-Cash Items,-4.69,-73.75,-41.83,-79.67,-54.13
Cash Taxes Paid,0,0,0,0,0.01
Changes in Working Capital,7.17,2.01,11.77,4.36,-19.55
Cash from Operating Activities,125.99,122.20,136.87,130.76,78.13
Capital Expenditures,-0.02,-0.02,-0.15,-0.03,-0.21
"Other Investing Cash Flow Items, Total",-13.16,-68.18,-11.41,-660.62,-163.60
Cash from Investing Activities,-13.18,-68.20,-11.56,-660.64,-163.80
Total Cash Dividends Paid,-108.42,-108.22,-112.24,-113.65,-84.76
"Issuance (Retirement) of Stock, Net",0,0,0,437.37,0.00
Cash from Financing Activities,-110.30,-59.16,-117.00,521.13,101.15
Foreign Exchange Effects,0,0,0,0,0
Net Change in Cash,2.51,-5.16,8.32,-8.76,15.48
