Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Mar 2016,31 Mar 2017,31 Mar 2018,31 Mar 2019,30 Jun 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,6.17,2.32,3.50,3.83,-0.59
Depreciation/Depletion,0.80,0.93,0.88,0.90,6.13
Non-Cash Items,1.73,1.23,0.81,1.55,7.91
Cash Taxes Paid,2.03,0.88,-0.06,0.43,0.58
Changes in Working Capital,-6.05,-4.53,-2.82,-20.78,-11.24
Cash from Operating Activities,2.79,0.08,2.51,-14.36,2.39
Capital Expenditures,-0.72,-0.92,-0.17,-6.71,-1.47
"Other Investing Cash Flow Items, Total",0.04,-0.01,0.04,-0.63,-0.06
Cash from Investing Activities,-0.68,-0.93,-0.13,-7.34,-1.53
Total Cash Dividends Paid,-5.00,-2.17,-0.87,-1.23,-1.23
"Issuance (Retirement) of Stock, Net",12.89,-0.70,0,0,0
Cash from Financing Activities,4.49,-1.55,-1.51,20.64,0.37
Foreign Exchange Effects,-0.12,0.02,-0.18,0.05,-0.09
Net Change in Cash,6.48,-2.37,0.70,-1.01,1.13
