Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Mar 2016,31 Mar 2017,31 Mar 2018,31 Mar 2019,30 Jun 2020
Period Length,12 Months,12 Months,12 Months,12 Months,15 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,127.82,112.10,111.81,119.04,114.12
Total Revenue,127.82,112.10,111.81,119.04,114.12
"Selling/General/Admin. Expenses, Total",28.88,26.83,23.13,24.11,27.33
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0,0,0,0,0
"Other Operating Expenses, Total",2.15,1.83,1.39,1.26,1.34
Total Operating Expense,121.11,109.67,108.24,114.85,112.96
Operating Income,6.71,2.44,3.57,4.19,1.17
"Interest Inc.(Exp.),Net-Non-Op., Total",-0.55,-0.12,-0.07,-0.35,-1.75
"Other, Net",0,0,0,0,0
Net Income Before Taxes,6.17,2.32,3.50,3.83,-0.59
Provision for Income Taxes,0.70,0.15,0.04,0.37,-0.19
Net Income After Taxes,5.47,2.16,3.47,3.47,-0.39
Net Income Before Extra. Items,5.47,2.16,3.47,3.50,-0.48
Net Income,5.47,2.16,3.47,3.50,-0.48
Income Available to Com Excl ExtraOrd,5.47,2.16,3.47,3.50,-0.48
Income Available to Com Incl ExtraOrd,5.47,2.16,3.47,3.50,-0.48
Diluted Net Income,5.47,2.16,3.47,3.50,-0.48
Diluted Weighted Average Shares,531.68,561.47,559.41,559.41,559.41
Diluted EPS Excluding ExtraOrd Items,0.01,0.00,0.01,0.01,-0.00
DPS - Common Stock Primary Issue,0.00,0.00,0.00,0.00,0.00
Diluted Normalised EPS,0.01,0.00,0.01,0.01,-0.00
