Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,0.65,-2.87,-0.52,-1.25,-1.65
Depreciation/Depletion,0,0.00,0.00,0.00,0.00
Non-Cash Items,0.30,5.97,1.21,1.08,1.42
Cash Taxes Paid,1.60,2.55,0.47,0.13,0.05
Changes in Working Capital,23.04,8.69,-0.96,0.94,2.71
Cash from Operating Activities,24.00,11.79,-0.27,0.77,2.49
Capital Expenditures,0,0.00,-0.01,-0.00,0.00
"Other Investing Cash Flow Items, Total",0.00,0.24,-15.18,-4.81,-2.10
Cash from Investing Activities,0.00,0.24,-15.19,-4.82,-2.10
Total Cash Dividends Paid,-5.00,0,0,0,0
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,-25.20,10.66,-3.24,-0.43,-1.16
Foreign Exchange Effects,0,0,0,0,0
Net Change in Cash,-1.21,22.69,-18.70,-4.48,-0.77
