Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,16.01,11.78,3.57,1.13,3.80
Total Revenue,16.01,11.78,3.57,1.13,3.80
"Selling/General/Admin. Expenses, Total",1.05,0.58,2.09,2.07,2.56
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0,0,0,0,-0.10
"Other Operating Expenses, Total",0.00,5.29,-0.17,-0.15,-0.07
Total Operating Expense,15.26,14.22,3.49,1.92,5.14
Operating Income,0.75,-2.44,0.09,-0.79,-1.34
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0.00,-0.52,-0.35,-0.36
"Other, Net",0,0,0,0,0
Net Income Before Taxes,0.75,-2.44,-0.43,-1.15,-1.70
Provision for Income Taxes,0.10,0.43,0.08,0.10,-0.05
Net Income After Taxes,0.65,-2.87,-0.52,-1.25,-1.65
Net Income Before Extra. Items,0.65,-2.87,-0.52,-1.25,-1.65
Net Income,0.65,-2.87,-0.52,-1.25,-1.65
Income Available to Com Excl ExtraOrd,0.65,-2.87,-0.52,-1.25,-1.65
Income Available to Com Incl ExtraOrd,0.65,-2.87,-0.52,-1.25,-1.65
Diluted Net Income,0.65,-2.87,-0.52,-1.25,-1.65
Diluted Weighted Average Shares,34.12,34.97,68.85,68.85,68.85
Diluted EPS Excluding ExtraOrd Items,0.02,-0.08,-0.01,-0.02,-0.02
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,0.02,-0.08,-0.01,-0.02,-0.02
