Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,602.21,684.81,1027.84,1943.70,577.15
Total Revenue,602.21,684.81,1027.84,1943.70,577.15
"Selling/General/Admin. Expenses, Total",118.31,115.66,122.73,163.38,89.28
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),27.40,0,0,-0.01,-0.10
"Other Operating Expenses, Total",-20.52,-18.49,-13.55,-46.18,-37.81
Total Operating Expense,610.47,662.40,1004.77,1755.20,434.20
Operating Income,-8.26,22.41,23.07,188.51,142.95
"Interest Inc.(Exp.),Net-Non-Op., Total",-1.71,-2.20,-2.27,-2.60,-16.63
"Other, Net",0,0,0,0,0
Net Income Before Taxes,-9.97,20.21,20.80,185.90,126.32
Provision for Income Taxes,83.29,47.35,74.54,95.28,70.58
Net Income After Taxes,-93.25,-27.14,-53.74,90.63,55.74
Net Income Before Extra. Items,-81.74,-27.73,-46.70,87.94,46.01
Net Income,-81.74,-27.73,-46.70,87.94,46.01
Income Available to Com Excl ExtraOrd,-81.74,-27.73,-46.70,87.94,46.01
Income Available to Com Incl ExtraOrd,-81.74,-27.73,-46.70,87.94,46.01
Diluted Net Income,-81.74,-27.73,-46.70,87.94,46.01
Diluted Weighted Average Shares,69.40,69.40,69.40,69.40,69.40
Diluted EPS Excluding ExtraOrd Items,-1.18,-0.40,-0.67,1.27,0.66
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-0.92,-0.40,-0.63,1.27,0.66
