Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Source,ARS,ARS,ARS,ARS,ARS
Cash,198.35,523.43,180.31,123.15,80.51
Short Term Investments,0,0,0,0,0
Cash and Short Term Investments,198.35,523.43,180.31,123.15,80.51
"Accounts Receivable - Trade, Net",6.38,32.80,58.17,90.32,67.32
"Total Receivables, Net",6.38,32.80,64.32,199.59,143.85
Prepaid Expenses,664.87,765.38,752.03,570.25,493.35
"Other Current Assets, Total",0,0,0,0,0
Total Current Assets,4122.60,4601.29,4084.18,2585.42,2366.02
"Property/Plant/Equipment, Total - Gross",0,0,0,0,0
"Accumulated Depreciation, Total",0,0,0,0,0
"Property/Plant/Equipment, Total - Net",69.72,104.72,107.30,108.16,105.47
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",0,0,0,0,0
Long Term Investments,535.61,589.20,586.80,587.60,569.80
Total Assets,4787.98,5355.33,4926.24,3491.97,3216.36
Accounts Payable,346.73,537.57,654.66,504.67,411.80
Accrued Expenses,409.68,1185.54,951.95,412.01,166.38
Notes Payable/Short Term Debt,0.00,0.00,0.00,0.00,0.00
"Other Current liabilities, Total",1475.45,1344.42,1508.47,728.17,802.03
Total Current Liabilities,3017.11,3591.72,3383.33,2076.45,1493.29
Total Long Term Debt,653.51,660.73,490.98,359.75,573.29
Total Debt,1438.76,1184.93,759.22,791.34,686.36
Deferred Income Tax,125.35,138.75,139.88,140.02,135.57
"Other Liabilities, Total",0,0,0,0,0
Total Liabilities,4092.65,4688.47,4304.42,2805.19,2448.35
"Common Stock, Total",133.88,133.88,133.88,133.88,6.26
Retained Earnings (Accumulated Deficit),561.45,532.98,487.94,552.89,761.76
Treasury Stock - Common,0,0,0,0,0
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",0,0,0,0,0
Total Equity,695.33,666.86,621.82,686.78,768.01
Total Liabilities & Shareholders' Equity,4787.98,5355.33,4926.24,3491.97,3216.36
Total Common Shares Outstanding,69.40,69.40,69.40,69.40,69.40
"Tangible Book Value per Share, Common Eq",10.02,9.61,8.96,9.90,11.07
