Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,1.82,1.38,3.44,-0.40,1.22
Depreciation/Depletion,0.61,0.58,0.64,0.50,1.49
Non-Cash Items,1.71,0.04,-1.68,1.04,-0.09
Cash Taxes Paid,0.02,0.30,0.04,0.35,0.10
Changes in Working Capital,2.36,-0.74,1.07,-0.84,-0.79
Cash from Operating Activities,6.50,1.25,3.47,0.30,1.84
Capital Expenditures,-0.43,-0.45,-0.40,-0.37,-0.18
"Other Investing Cash Flow Items, Total",-0.11,-0.84,-0.88,1.00,0.01
Cash from Investing Activities,-0.54,-1.29,-1.27,0.63,-0.17
Total Cash Dividends Paid,-3.07,-1.54,-1.03,-1.03,-2.05
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,-3.09,-1.56,-1.04,-1.03,-3.10
Foreign Exchange Effects,0,0,0,0,0
Net Change in Cash,2.87,-1.60,1.16,-0.09,-1.44
