Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,35.46,24.19,27.21,22.06,19.87
Total Revenue,35.46,24.19,27.21,22.06,19.87
"Selling/General/Admin. Expenses, Total",12.49,10.75,11.37,10.37,9.47
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),-0.01,0,0,-0.01,0.00
"Other Operating Expenses, Total",1.56,0.01,0.05,1.09,-0.65
Total Operating Expense,33.64,22.81,23.77,22.46,18.58
Operating Income,1.82,1.38,3.44,-0.40,1.30
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,0,0.00,-0.07
"Other, Net",0,0,0,0,0
Net Income Before Taxes,1.82,1.38,3.44,-0.40,1.22
Provision for Income Taxes,0.28,0.00,0.33,0.10,-0.04
Net Income After Taxes,1.53,1.38,3.11,-0.50,1.26
Net Income Before Extra. Items,1.53,1.38,3.11,-0.50,1.26
Net Income,1.53,1.38,3.11,-0.50,1.26
Income Available to Com Excl ExtraOrd,1.53,1.38,3.11,-0.50,1.26
Income Available to Com Incl ExtraOrd,1.53,1.38,3.11,-0.50,1.26
Diluted Net Income,1.53,1.38,3.11,-0.50,1.26
Diluted Weighted Average Shares,102.48,102.48,102.48,102.48,102.48
Diluted EPS Excluding ExtraOrd Items,0.01,0.01,0.03,-0.00,0.01
DPS - Common Stock Primary Issue,0.01,0.00,0.00,0.00,0.00
Diluted Normalised EPS,0.02,0.01,0.03,-0.01,0.01
