Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,40.97,36.63,20.60,14.72,13.37
Depreciation/Depletion,14.91,14.98,15.82,27.16,31.30
Non-Cash Items,17.30,15.01,7.57,10.49,11.06
Cash Taxes Paid,0,0,0,0,0
Changes in Working Capital,-19.95,163.91,-102.93,26.73,-64.87
Cash from Operating Activities,53.23,230.53,-58.94,79.10,-9.13
Capital Expenditures,-1.35,-3.04,-5.39,-3.43,-2.49
"Other Investing Cash Flow Items, Total",61.70,12.11,0.00,0,-1.01
Cash from Investing Activities,60.35,9.07,-5.39,-3.43,-3.50
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,-72.65,-203.04,11.10,-63.65,143.20
Foreign Exchange Effects,0.02,0.15,-1.37,-0.06,-0.45
Net Change in Cash,40.95,36.71,-54.60,11.95,130.12
