Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,2179.84,2640.57,2717.34,3158.21,2313.34
Total Revenue,2179.84,2640.57,2717.34,3158.21,2313.34
"Selling/General/Admin. Expenses, Total",75.36,71.63,48.33,53.69,52.67
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0,0,0,0,0
"Other Operating Expenses, Total",22.42,-8.69,9.70,13.40,-5.37
Total Operating Expense,2121.14,2589.86,2688.65,3132.72,2287.15
Operating Income,58.70,50.71,28.69,25.50,26.20
"Interest Inc.(Exp.),Net-Non-Op., Total",-17.72,-14.08,-8.09,-10.78,-12.83
"Other, Net",0,0,0,0,0
Net Income Before Taxes,40.97,36.63,20.60,14.72,13.37
Provision for Income Taxes,0.00,0.00,0.00,0,2.79
Net Income After Taxes,40.97,36.63,20.60,14.72,10.58
Net Income Before Extra. Items,40.97,36.63,20.60,14.72,10.58
Net Income,40.97,36.63,20.60,14.72,10.58
Income Available to Com Excl ExtraOrd,40.97,36.63,20.60,14.72,10.58
Income Available to Com Incl ExtraOrd,40.97,36.63,20.60,14.72,10.58
Diluted Net Income,40.97,36.63,20.60,14.72,10.58
Diluted Weighted Average Shares,383.29,383.29,383.29,383.29,383.29
Diluted EPS Excluding ExtraOrd Items,0.11,0.10,0.05,0.04,0.03
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,0.11,0.10,0.05,0.04,0.03
