Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,30.08,14.31,90.66,60.47,-93.31
Depreciation/Depletion,0,0,0,0,0
Non-Cash Items,65.91,76.34,10.07,41.50,164.54
Cash Taxes Paid,0.00,0.01,0.02,0.05,0.10
Changes in Working Capital,0.02,-2.15,0.05,-0.82,5.22
Cash from Operating Activities,96.02,88.51,100.78,101.15,76.44
Capital Expenditures,0,0,0,0,0
"Other Investing Cash Flow Items, Total",-13.18,-3.08,-222.80,-3.97,-4.55
Cash from Investing Activities,-13.18,-3.08,-222.80,-3.97,-4.55
Total Cash Dividends Paid,-78.72,-51.21,-74.09,-37.72,-38.66
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,-92.84,-96.90,130.94,-104.17,-66.81
Foreign Exchange Effects,0,0,0,0,0
Net Change in Cash,-10.00,-11.48,8.93,-7.00,5.08
