Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,Interim Report,ARS,ARS,ARS,ARS
Cash,7.37,6.19,5.47,10.99,15.05
Short Term Investments,0,0,0,0,0
Cash and Short Term Investments,7.37,6.19,5.47,10.99,15.05
"Accounts Receivable - Trade, Net",10.29,14.23,16.67,19.20,21.53
"Total Receivables, Net",15.60,14.23,16.67,19.20,21.53
Prepaid Expenses,0.12,0.16,0.12,0.18,0.16
"Other Current Assets, Total",0,0.26,0.64,0.67,0.65
Total Current Assets,44.72,41.11,42.43,48.78,57.85
"Property/Plant/Equipment, Total - Gross",0,0,0,0,0
"Accumulated Depreciation, Total",0,0,0,0,0
"Property/Plant/Equipment, Total - Net",29.70,28.87,27.53,28.26,27.21
"Goodwill, Net",0.50,1.43,1.34,0.50,0.50
"Intangibles, Net",20.78,22.11,22.05,33.56,34.54
Long Term Investments,7.05,12.68,13.90,10.65,11.26
Total Assets,103.94,107.38,108.38,122.61,132.25
Accounts Payable,1.97,2.55,2.63,3.12,3.47
Accrued Expenses,0,0,0,0,0
Notes Payable/Short Term Debt,7.80,0.00,0.00,0.00,0.00
"Other Current liabilities, Total",7.59,9.17,9.80,11.22,13.99
Total Current Liabilities,23.65,26.52,28.20,29.69,31.65
Total Long Term Debt,17.63,16.85,16.67,18.66,24.48
Total Debt,31.71,31.66,32.44,34.02,38.67
Deferred Income Tax,0.41,0.43,0.42,1.21,1.21
"Other Liabilities, Total",2.60,1.88,1.76,2.22,1.62
Total Liabilities,49.84,51.60,53.10,63.27,72.12
"Common Stock, Total",36.13,36.13,36.13,38.78,38.78
Retained Earnings (Accumulated Deficit),17.98,19.59,19.93,22.07,21.38
Treasury Stock - Common,0,-0.22,-0.47,-0.47,-0.47
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",0,0.28,-0.30,-1.03,0.44
Total Equity,54.11,55.78,55.29,59.35,60.13
Total Liabilities & Shareholders' Equity,103.94,107.38,108.38,122.61,132.25
Total Common Shares Outstanding,248.97,247.13,288.77,288.53,288.53
"Tangible Book Value per Share, Common Eq",0.13,0.13,0.11,0.09,0.09
