Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,48.02,49.34,56.77,52.30,49.39
Total Revenue,48.02,49.34,56.77,52.30,49.39
"Selling/General/Admin. Expenses, Total",9.93,11.21,10.98,10.74,10.59
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0,-0.05,0.20,-3.05,-0.87
"Other Operating Expenses, Total",3.45,-0.83,-1.27,-0.17,0.04
Total Operating Expense,53.27,45.64,55.89,47.70,46.21
Operating Income,-5.25,3.70,0.87,4.60,3.19
"Interest Inc.(Exp.),Net-Non-Op., Total",1.45,-0.36,0.42,-0.46,-1.20
"Other, Net",0,0,0,0,0
Net Income Before Taxes,-3.79,3.34,1.29,4.14,1.99
Provision for Income Taxes,0.52,0.24,0.33,0.67,0.16
Net Income After Taxes,-4.31,3.10,0.96,3.48,1.83
Net Income Before Extra. Items,-4.57,2.62,0.83,2.15,0.18
Net Income,-4.57,2.62,0.83,2.15,0.18
Income Available to Com Excl ExtraOrd,-4.57,2.62,0.83,2.15,0.18
Income Available to Com Incl ExtraOrd,-4.57,2.62,0.83,2.15,0.18
Diluted Net Income,-4.57,2.62,0.83,2.15,0.18
Diluted Weighted Average Shares,248.97,248.78,246.41,254.72,288.53
Diluted EPS Excluding ExtraOrd Items,-0.02,0.01,0.00,0.01,0.00
DPS - Common Stock Primary Issue,0.00,0.00,0.00,0.00,0.00
Diluted Normalised EPS,-0.01,0.01,0.00,0.00,-0.00
