Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,58.70,61.48,60.08,57.69,30.62
Total Revenue,58.70,61.48,60.08,57.69,30.62
"Selling/General/Admin. Expenses, Total",14.47,13.98,14.03,14.24,10.39
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),-1.17,0.80,-0.02,0.00,0
"Other Operating Expenses, Total",2.51,2.02,2.10,2.00,15.56
Total Operating Expense,43.13,45.79,45.54,45.27,47.75
Operating Income,15.57,15.70,14.54,12.43,-17.13
"Interest Inc.(Exp.),Net-Non-Op., Total",-4.64,-4.50,-4.23,-4.05,-2.97
"Other, Net",0,0,0,0,0
Net Income Before Taxes,10.93,11.20,10.31,8.38,-20.10
Provision for Income Taxes,3.19,3.63,3.37,3.52,0.74
Net Income After Taxes,7.74,7.57,6.94,4.86,-20.84
Net Income Before Extra. Items,7.74,7.57,6.94,4.86,-20.84
Net Income,7.74,7.57,6.94,4.86,-20.84
Income Available to Com Excl ExtraOrd,7.74,7.57,6.94,4.86,-20.84
Income Available to Com Incl ExtraOrd,7.74,7.57,6.94,4.86,-20.84
Diluted Net Income,7.74,7.57,6.94,4.86,-20.84
Diluted Weighted Average Shares,86.74,86.73,92.35,100.80,100.80
Diluted EPS Excluding ExtraOrd Items,0.09,0.09,0.08,0.05,-0.21
DPS - Common Stock Primary Issue,0.05,0.05,0.05,0.03,0.03
Diluted Normalised EPS,0.08,0.09,0.08,0.05,-0.11
