Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,10.93,11.20,10.31,8.38,-20.10
Depreciation/Depletion,8.89,9.02,8.68,8.25,7.79
Non-Cash Items,3.16,4.01,4.14,3.50,17.58
Cash Taxes Paid,2.97,3.39,2.94,3.31,2.12
Changes in Working Capital,-9.71,-6.42,-2.66,-8.19,-8.51
Cash from Operating Activities,13.26,17.81,20.48,11.94,-3.24
Capital Expenditures,-5.53,-9.22,-3.69,-6.37,-3.22
"Other Investing Cash Flow Items, Total",0.39,-0.26,-3.24,-15.77,-7.61
Cash from Investing Activities,-5.14,-9.48,-6.93,-22.14,-10.83
Total Cash Dividends Paid,-4.20,-4.20,-4.20,-6.04,-2.53
"Issuance (Retirement) of Stock, Net",0,0,50.23,0.00,0
Cash from Financing Activities,-10.26,-4.97,-2.53,1.63,9.41
Foreign Exchange Effects,-0.17,-0.20,-0.07,0.23,-0.04
Net Change in Cash,-2.31,3.16,10.94,-8.34,-4.70
