Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Cash,13.49,16.63,15.81,18.82,12.36
Short Term Investments,14.98,17.38,22.07,12.19,15.69
Cash and Short Term Investments,28.48,34.01,37.88,31.01,28.06
"Accounts Receivable - Trade, Net",3.63,3.54,3.08,2.76,2.04
"Total Receivables, Net",4.04,3.94,3.43,3.18,3.43
Prepaid Expenses,0.51,0.71,0.73,1.92,3.02
"Other Current Assets, Total",1.08,1.43,0.39,6.94,6.80
Total Current Assets,34.87,40.95,43.52,44.14,42.35
"Property/Plant/Equipment, Total - Gross",643.27,667.57,716.21,747.33,705.01
"Accumulated Depreciation, Total",-53.05,-61.85,-68.53,-75.87,-90.62
"Property/Plant/Equipment, Total - Net",590.22,605.72,647.68,671.46,614.39
"Goodwill, Net",1.83,1.88,1.92,2.06,0.00
"Intangibles, Net",0,0,0,0,0
Long Term Investments,97.83,95.49,113.74,120.41,125.55
Total Assets,725.89,744.86,807.39,838.57,782.81
Accounts Payable,3.59,3.27,3.99,5.84,3.21
Accrued Expenses,0,0,0,0,0
Notes Payable/Short Term Debt,6.65,3.51,3.70,3.86,4.17
"Other Current liabilities, Total",7.17,8.53,8.90,7.58,7.36
Total Current Liabilities,24.61,28.73,20.76,22.79,17.89
Total Long Term Debt,137.86,135.84,97.16,106.02,120.20
Total Debt,151.71,152.77,105.03,115.39,127.52
Deferred Income Tax,19.80,19.45,19.30,20.45,20.38
"Other Liabilities, Total",0.76,2.51,0.82,0.95,0.53
Total Liabilities,183.02,186.53,138.04,150.21,158.99
"Common Stock, Total",100.44,100.44,150.67,150.67,150.67
Retained Earnings (Accumulated Deficit),99.13,102.48,93.89,92.91,69.53
Treasury Stock - Common,0,0,0,0,0
Unrealised Gain (Loss),356.26,368.28,424.67,441.01,399.28
"Other Equity, Total",-12.96,-12.87,0.12,3.79,4.34
Total Equity,542.87,558.33,669.35,688.37,623.82
Total Liabilities & Shareholders' Equity,725.89,744.86,807.39,838.57,782.81
Total Common Shares Outstanding,86.74,86.73,100.80,100.80,100.80
"Tangible Book Value per Share, Common Eq",6.24,6.42,6.62,6.81,6.19
