Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Sep 2016,30 Sep 2017,30 Sep 2018,30 Sep 2019,30 Sep 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-0.55,-4.54,-3.46,0.03,-1.54
Depreciation/Depletion,0.12,0.35,0.54,0.58,0.77
Non-Cash Items,-0.02,0.03,0.14,0.17,0.33
Cash Taxes Paid,0.65,0.11,0.01,0.00,0.01
Changes in Working Capital,-2.38,8.81,-5.00,0.02,-1.13
Cash from Operating Activities,-2.83,4.65,-7.77,0.80,-1.57
Capital Expenditures,-0.30,-0.24,-0.62,-0.23,-4.73
"Other Investing Cash Flow Items, Total",0.00,0.32,0.01,0.00,-0.55
Cash from Investing Activities,-0.30,0.08,-0.61,-0.23,-5.28
Total Cash Dividends Paid,-2.16,0,0,0,0
"Issuance (Retirement) of Stock, Net",5.53,0.00,3.70,0.00,0
Cash from Financing Activities,2.85,-0.62,3.89,-0.68,5.28
Foreign Exchange Effects,0,0.00,-0.00,-0.00,-0.00
Net Change in Cash,-0.28,4.12,-4.49,-0.11,-1.56
