Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Sep 2016,30 Sep 2017,30 Sep 2018,30 Sep 2019,30 Sep 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,43.50,43.54,41.44,31.90,23.10
Total Revenue,43.50,43.54,41.44,31.90,23.10
"Selling/General/Admin. Expenses, Total",4.77,5.16,5.06,5.01,3.88
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0.00,0,0,0,0
"Other Operating Expenses, Total",0.93,0.48,1.41,0.73,0.60
Total Operating Expense,44.04,48.01,44.78,31.71,24.41
Operating Income,-0.54,-4.47,-3.34,0.20,-1.31
"Interest Inc.(Exp.),Net-Non-Op., Total",-0.01,-0.06,-0.12,-0.17,-0.24
"Other, Net",0,0,0,0,0
Net Income Before Taxes,-0.55,-4.54,-3.46,0.03,-1.54
Provision for Income Taxes,0.03,0.01,-0.01,-0.01,-0.02
Net Income After Taxes,-0.58,-4.55,-3.46,0.04,-1.52
Net Income Before Extra. Items,-0.58,-4.59,-3.43,0.03,-1.51
Net Income,-0.58,-4.59,-3.43,0.03,-1.51
Income Available to Com Excl ExtraOrd,-0.58,-4.59,-3.43,0.03,-1.51
Income Available to Com Incl ExtraOrd,-0.58,-4.59,-3.43,0.03,-1.51
Diluted Net Income,-0.58,-4.59,-3.43,0.03,-1.51
Diluted Weighted Average Shares,105.48,121.97,132.87,138.56,138.56
Diluted EPS Excluding ExtraOrd Items,-0.01,-0.04,-0.03,0.00,-0.01
DPS - Common Stock Primary Issue,0,0.00,0,0,0
Diluted Normalised EPS,-0.01,-0.04,-0.03,0.00,-0.01
