Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,36.06,41.57,41.23,38.70,33.92
Total Revenue,36.06,41.57,41.23,38.70,33.92
"Selling/General/Admin. Expenses, Total",7.56,9.54,6.83,6.75,5.78
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0.34,1.46,-0.04,0.01,1.00
"Other Operating Expenses, Total",-1.91,-1.72,-1.53,-1.49,-5.04
Total Operating Expense,35.17,43.88,38.78,37.96,29.85
Operating Income,0.89,-2.31,2.45,0.75,4.06
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0.10,-0.50,-5.22,-1.10
"Other, Net",0,0,0,0,0
Net Income Before Taxes,0.89,-2.21,1.95,-4.47,2.96
Provision for Income Taxes,0.08,-0.27,0.09,-0.02,-0.02
Net Income After Taxes,0.81,-1.94,1.86,-4.46,2.98
Net Income Before Extra. Items,0.85,-1.78,1.87,-4.45,2.98
Net Income,0.85,-1.78,1.87,-4.45,2.98
Income Available to Com Excl ExtraOrd,0.85,-1.78,1.87,-4.45,2.98
Income Available to Com Incl ExtraOrd,0.85,-1.78,1.87,-4.45,2.98
Diluted Net Income,0.85,-1.78,1.87,-4.45,2.98
Diluted Weighted Average Shares,386.54,400.00,400.00,400.00,400.00
Diluted EPS Excluding ExtraOrd Items,0.00,-0.00,0.00,-0.01,0.01
DPS - Common Stock Primary Issue,0.00,0.00,0.00,0.00,0.00
Diluted Normalised EPS,0.00,-0.00,0.01,-0.01,0.01
