Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,0.89,-2.21,1.95,-4.47,2.96
Depreciation/Depletion,1.41,2.04,2.07,2.06,1.87
Non-Cash Items,0.39,1.94,0.31,5.04,1.87
Cash Taxes Paid,0.28,-0.16,0.02,0.07,0.15
Changes in Working Capital,0.65,-1.61,-2.18,1.74,0.70
Cash from Operating Activities,3.58,0.61,2.37,4.59,7.62
Capital Expenditures,-18.98,-2.72,-0.21,-0.35,-0.24
"Other Investing Cash Flow Items, Total",3.23,-6.22,2.34,0.06,0.00
Cash from Investing Activities,-15.76,-8.94,2.12,-0.28,-0.24
Total Cash Dividends Paid,-6.15,-1.20,0.00,-1.20,0.00
"Issuance (Retirement) of Stock, Net",28.00,0,0,0,0
Cash from Financing Activities,30.07,-1.67,-0.48,-3.67,-0.83
Foreign Exchange Effects,0.00,0.00,0.00,-0.01,0
Net Change in Cash,17.89,-9.99,4.01,0.63,6.55
