Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-5.85,-3.37,-38.80,-38.49,-7.04
Depreciation/Depletion,0.44,0.13,0.12,0.03,0.01
Non-Cash Items,3.43,1.95,36.93,36.86,5.73
Cash Taxes Paid,0.12,0.04,0.02,-0.00,-0.00
Changes in Working Capital,-3.64,-8.87,-3.91,-2.59,-1.93
Cash from Operating Activities,-5.43,-10.09,-5.59,-4.12,-3.17
Capital Expenditures,-0.03,-0.03,0,-0.00,0
"Other Investing Cash Flow Items, Total",0.31,0.00,0.01,0.01,0.06
Cash from Investing Activities,0.29,-0.03,0.01,0.00,0.06
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",5.03,25.69,33.74,0.00,0
Cash from Financing Activities,8.83,14.18,20.47,-13.17,-0.51
Foreign Exchange Effects,0,0,0,0,0
Net Change in Cash,3.69,4.06,14.89,-17.28,-3.62
