Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,1.15,0.37,0.27,0.12,0.17
Total Revenue,1.15,0.37,0.27,0.12,0.17
"Selling/General/Admin. Expenses, Total",2.83,1.65,1.52,1.60,1.40
Depreciation/Amortisation,0.62,0.20,0.19,0.10,0.08
Unusual Expense (Income),3.21,1.00,33.63,34.28,3.78
"Other Operating Expenses, Total",-0.50,-0.13,-0.32,-0.24,-0.15
Total Operating Expense,6.97,3.69,35.51,35.82,5.21
Operating Income,-5.82,-3.32,-35.25,-35.70,-5.04
"Interest Inc.(Exp.),Net-Non-Op., Total",-0.03,-0.05,-3.56,-2.80,-2.00
"Other, Net",0,0,0,0,0
Net Income Before Taxes,-5.85,-3.37,-38.80,-38.49,-7.04
Provision for Income Taxes,-0.66,0.04,-0.00,0.01,0.00
Net Income After Taxes,-5.19,-3.41,-38.80,-38.50,-7.04
Net Income Before Extra. Items,-5.19,-3.41,-38.80,-38.50,-7.04
Net Income,-5.19,-3.41,-38.80,-38.50,-7.04
Income Available to Com Excl ExtraOrd,-5.19,-3.41,-38.80,-38.50,-7.04
Income Available to Com Incl ExtraOrd,-5.19,-3.41,-38.80,-38.50,-7.04
Diluted Net Income,-5.19,-3.41,-38.80,-38.50,-7.04
Diluted Weighted Average Shares,542.91,1407.62,2491.46,3067.05,3067.05
Diluted EPS Excluding ExtraOrd Items,-0.01,-0.00,-0.02,-0.01,-0.00
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-0.01,-0.00,-0.01,-0.01,-0.00
