Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,Interim Report,ARS,ARS,ARS
Cash,0,0,0,0,0
Short Term Investments,0,0,0,0,0
Cash and Short Term Investments,4.02,8.08,22.97,5.69,2.07
"Accounts Receivable - Trade, Net",0.06,0.03,0.02,0.02,0.02
"Total Receivables, Net",0.18,0.22,0.25,0.19,0.15
Prepaid Expenses,0.02,0.04,0.04,0.02,0.01
"Other Current Assets, Total",0.04,0.04,0.05,0.05,0.05
Total Current Assets,59.66,71.60,23.30,5.95,2.28
"Property/Plant/Equipment, Total - Gross",0,0,0,0,0
"Accumulated Depreciation, Total",0,0,0,0,0
"Property/Plant/Equipment, Total - Net",0.28,0.19,0.07,0.03,0.02
"Goodwill, Net",1.00,0,0.00,0,0
"Intangibles, Net",0.34,0.27,0.21,0.14,0.07
Long Term Investments,90.35,94.31,124.53,90.07,86.27
Total Assets,151.64,166.37,148.11,96.18,88.64
Accounts Payable,0.00,0.67,0.04,0.02,0.03
Accrued Expenses,0.84,0.77,0.68,0.49,2.59
Notes Payable/Short Term Debt,3.89,0.00,0.00,0.00,0.00
"Other Current liabilities, Total",0.27,0.30,0.22,0.34,0.44
Total Current Liabilities,22.64,33.08,32.28,32.13,21.18
Total Long Term Debt,64.55,45.02,31.93,18.71,29.18
Total Debt,86.08,76.35,63.26,49.98,47.30
Deferred Income Tax,0.01,0.00,0.00,0.00,0.00
"Other Liabilities, Total",0,0,0,0,0
Total Liabilities,87.19,78.10,64.21,50.84,50.37
"Common Stock, Total",83.87,109.55,143.29,143.29,143.29
Retained Earnings (Accumulated Deficit),-19.42,-21.28,-59.39,-97.95,-105.01
Treasury Stock - Common,0,0,0,0,0
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",0,0,0,0,0
Total Equity,64.44,88.27,83.91,45.34,38.28
Total Liabilities & Shareholders' Equity,151.64,166.37,148.11,96.18,88.64
Total Common Shares Outstanding,1204.18,1567.61,3067.05,3067.05,3067.05
"Tangible Book Value per Share, Common Eq",0.05,0.06,0.03,0.01,0.01
