Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,PRESS
Net Income/Starting Line,-14.92,-9.61,2.24,4.70,-2.83
Depreciation/Depletion,0.35,0.13,0.03,0.15,0.19
Non-Cash Items,9.62,7.64,-1.08,-3.71,1.63
Cash Taxes Paid,0.02,0.00,0.00,0.08,0.09
Changes in Working Capital,-0.52,-0.54,-3.00,-3.07,0.41
Cash from Operating Activities,-4.78,-2.38,-1.82,-1.94,-0.61
Capital Expenditures,-0.11,-0.08,-0.00,-0.00,-0.00
"Other Investing Cash Flow Items, Total",0.02,0.15,-2.97,-1.12,0
Cash from Investing Activities,-0.09,0.07,-2.97,-1.12,-0.00
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",0,1.27,4.05,3.11,0.00
Cash from Financing Activities,6.09,-0.05,4.04,2.59,-0.16
Foreign Exchange Effects,-0.04,0.02,-0.03,-0.02,0.01
Net Change in Cash,1.17,-2.34,-0.78,-0.49,-0.76
