Fiscal Year,2017,2018,2019,2020,2021
Period Ended,28 Feb 2017,28 Feb 2018,28 Feb 2019,29 Feb 2020,28 Feb 2021
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,50.97,62.68,50.75,49.36,35.44
Total Revenue,50.97,62.68,50.75,49.36,35.44
"Selling/General/Admin. Expenses, Total",16.05,17.92,16.39,14.40,8.74
Depreciation/Amortisation,1.48,1.65,1.17,1.61,1.06
Unusual Expense (Income),0.01,1.13,-0.07,-0.84,0.51
"Other Operating Expenses, Total",0.93,-0.48,3.34,-1.99,0.41
Total Operating Expense,53.36,64.50,59.51,50.19,39.36
Operating Income,-2.39,-1.82,-8.76,-0.83,-3.92
"Interest Inc.(Exp.),Net-Non-Op., Total",0,-0.41,-0.35,-0.38,-0.24
"Other, Net",0,0,0,0,0
Net Income Before Taxes,-2.39,-2.24,-9.12,-1.21,-4.16
Provision for Income Taxes,-0.48,0.12,-0.84,0.04,0.05
Net Income After Taxes,-1.90,-2.36,-8.28,-1.25,-4.20
Net Income Before Extra. Items,-1.90,-2.52,-6.98,-1.39,-4.20
Net Income,-1.90,-2.52,-6.98,-1.39,-4.20
Income Available to Com Excl ExtraOrd,-1.90,-2.52,-6.98,-1.39,-4.20
Income Available to Com Incl ExtraOrd,-1.90,-2.52,-6.98,-1.39,-4.20
Diluted Net Income,-1.90,-2.52,-6.98,-1.39,-4.20
Diluted Weighted Average Shares,135.00,135.00,135.00,135.00,135.00
Diluted EPS Excluding ExtraOrd Items,-0.01,-0.02,-0.05,-0.01,-0.03
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-0.01,-0.01,-0.05,-0.01,-0.03
