Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,1.97,0.52,8.88,1.50,1.06
Depreciation/Depletion,2.73,2.91,3.28,3.64,4.97
Non-Cash Items,0.69,1.30,-1.26,4.01,7.26
Cash Taxes Paid,0.57,0.66,0.24,0.20,-0.04
Changes in Working Capital,0.85,0.24,-9.91,-10.84,4.73
Cash from Operating Activities,6.45,5.11,1.12,-1.57,18.13
Capital Expenditures,-7.98,-5.57,-8.27,-7.68,-3.83
"Other Investing Cash Flow Items, Total",0.87,0.37,0.04,0.02,0.03
Cash from Investing Activities,-7.11,-5.20,-8.24,-7.66,-3.81
Total Cash Dividends Paid,0,0,0.00,-0.92,0.00
"Issuance (Retirement) of Stock, Net",0,0.05,0,0,0.09
Cash from Financing Activities,0.36,-0.81,-0.47,9.16,-12.16
Foreign Exchange Effects,-0.24,0.43,0.14,0.20,0.13
Net Change in Cash,-0.54,-0.47,-7.44,0.12,2.29
