Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,58.67,58.70,81.97,79.57,103.23
Total Revenue,58.67,58.70,81.97,79.57,103.23
"Selling/General/Admin. Expenses, Total",8.41,9.31,14.62,13.63,14.08
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0,0,0,0,1.51
"Other Operating Expenses, Total",0.63,0.58,0.68,0.78,1.10
Total Operating Expense,57.51,58.05,76.90,77.04,101.04
Operating Income,1.16,0.65,5.07,2.53,2.19
"Interest Inc.(Exp.),Net-Non-Op., Total",-0.01,-0.15,-0.16,-0.63,-0.75
"Other, Net",0.12,0.43,0.29,-0.68,-0.58
Net Income Before Taxes,1.27,0.93,5.20,1.22,0.86
Provision for Income Taxes,-0.70,0.41,-3.68,-0.28,-0.19
Net Income After Taxes,1.97,0.52,8.88,1.50,1.06
Net Income Before Extra. Items,1.97,0.52,8.88,1.50,1.06
Net Income,1.97,0.52,8.88,1.50,1.06
Income Available to Com Excl ExtraOrd,1.97,0.52,8.88,1.50,1.06
Income Available to Com Incl ExtraOrd,1.97,0.52,8.88,1.50,1.06
Diluted Net Income,1.97,0.52,8.88,1.50,1.06
Diluted Weighted Average Shares,184.23,186.07,185.01,184.90,184.67
Diluted EPS Excluding ExtraOrd Items,0.01,0.00,0.05,0.01,0.01
DPS - Common Stock Primary Issue,0,0.00,0.01,0,0
Diluted Normalised EPS,0.01,0.00,0.05,0.01,0.01
