Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,50.35,141.48,126.21,125.51,-185.08
Depreciation/Depletion,8.59,10.39,11.38,12.03,16.19
Non-Cash Items,73.55,-6.64,0.46,-9.23,237.84
Cash Taxes Paid,0.77,4.09,2.82,14.95,7.15
Changes in Working Capital,0.99,-6.24,-14.87,-7.41,-19.22
Cash from Operating Activities,133.47,138.99,123.17,120.89,49.73
Capital Expenditures,-3.99,-3.28,-23.12,-18.57,-349.52
"Other Investing Cash Flow Items, Total",-14.06,-265.52,19.88,-26.00,431.47
Cash from Investing Activities,-18.05,-268.80,-3.24,-44.56,81.95
Total Cash Dividends Paid,-97.21,-104.21,-113.34,-110.13,-77.40
"Issuance (Retirement) of Stock, Net",0,255.42,0.00,0,0
Cash from Financing Activities,-104.62,144.64,-72.78,-76.97,-145.94
Foreign Exchange Effects,-0.63,-0.96,-3.56,-2.71,5.96
Net Change in Cash,10.18,13.88,43.60,-3.35,-8.30
